0, -2.7873444041150806e-7
10, -3.533306983165585e-7
20, -3.984354123986819e-7
30, -4.175181760488112e-7
40, -4.2272256613520986e-7
50, -4.2619215952614243e-7
60, -4.2619215952614243e-7
70.00000000000011, -4.209877694397436e-7
80, -4.192529727442773e-7
90.00000000000011, -4.192529727442773e-7
100, -4.1578337935334473e-7
110.00000000000011, -4.1578337935334473e-7
120, -4.1404858265787844e-7
130.0000000000001, -4.105789892669461e-7
140, -4.105789892669461e-7
150.0000000000001, -4.071093958760133e-7
160, -4.05374599180547e-7
170.0000000000001, -4.0363980248508095e-7
180, -4.0190500578961445e-7
190.0000000000001, -4.0017020909414817e-7
200, -4.0017020909414817e-7
210.0000000000001, -4.0017020909414817e-7
220, -4.0017020909414817e-7
230.0000000000001, -3.984354123986819e-7
240, -3.949658190077493e-7
250.0000000000001, -3.9323102231228303e-7
260, -3.9323102231228303e-7
270.0000000000001, -3.949658190077493e-7
280, -3.9323102231228303e-7
290.0000000000001, -3.9149622561681675e-7
300, 7.465304066090672e-7
300, 4.811065122027254e-7
310.0000000000001, 4.221234245568717e-7
320, 4.203886278614054e-7
330.0000000000001, 4.1344944107954023e-7
340, 4.082450509931414e-7
350.0000000000001, 4.0130586421127624e-7
360, 3.9957106751580995e-7
370.0000000000001, 3.961014741248774e-7
380, 3.943666774294111e-7
390.0000000000001, 3.9089708403847853e-7
400, 3.9089708403847853e-7
410.0000000000001, 3.8742749064754596e-7
420, 3.856926939520797e-7
430.0000000000001, 3.856926939520797e-7
440, 3.856926939520797e-7
450.0000000000001, 3.856926939520797e-7
460, 3.8048830386568083e-7
470.0000000000001, 3.8048830386568083e-7
480, 3.8048830386568083e-7
490.0000000000001, 3.8048830386568083e-7
500.0000000000001, 3.8048830386568083e-7
510.0000000000001, 3.8048830386568083e-7
520.0000000000001, 3.8048830386568083e-7
530.0000000000001, 3.8048830386568083e-7
540.0000000000001, 3.8048830386568083e-7
550.0000000000003, 3.8048830386568083e-7
560.0000000000001, 3.7701871047474826e-7
570.0000000000003, 3.8048830386568083e-7
580.0000000000001, 3.7875350717021454e-7
590.0000000000003, 3.7875350717021454e-7
600.0000000000001, 3.75283913779282e-7
600.0000000000001, -7.433489022000523e-7
610.0000000000003, -3.967006157032158e-7
620.0000000000001, -4.0017020909414817e-7
630.0000000000003, -4.071093958760133e-7
640.0000000000001, -4.071093958760133e-7
650.0000000000001, -4.05374599180547e-7
660.0000000000003, -4.05374599180547e-7
670.0000000000003, -4.0363980248508095e-7
680.0000000000001, -4.0017020909414817e-7
690.0000000000001, -4.0017020909414817e-7
700.0000000000003, -4.0017020909414817e-7
710.0000000000003, -3.9323102231228303e-7
720.0000000000001, -3.9323102231228303e-7
730.0000000000001, -3.9323102231228303e-7
740.0000000000003, -3.897614289213507e-7
750.0000000000003, -3.897614289213507e-7
760.0000000000001, -3.897614289213507e-7
770.0000000000001, -3.897614289213507e-7
780.0000000000003, -3.897614289213507e-7
790.0000000000003, -3.880266322258842e-7
800.0000000000001, -3.862918355304179e-7
810.0000000000001, -3.862918355304179e-7
820.0000000000003, -3.862918355304179e-7
830.0000000000003, -3.862918355304179e-7
840.0000000000001, -3.862918355304179e-7
850.0000000000001, -3.862918355304179e-7
860.0000000000003, -3.845570388349516e-7
870.0000000000003, -3.8282224213948554e-7
880.0000000000001, -3.8108744544401904e-7
890.0000000000001, -3.7935264874855276e-7
900.0000000000003, 7.465304066090672e-7
900.0000000000003, 5.661115502805735e-7
910.0000000000003, 4.1691903447047285e-7
920.0000000000001, 4.2906261133873684e-7
930.0000000000001, 4.1171464438407394e-7
940.0000000000003, 4.030406609067425e-7
950.0000000000003, 3.961014741248774e-7
960.0000000000001, 3.9089708403847853e-7
970.0000000000001, 3.9089708403847853e-7
980.0000000000003, 3.856926939520797e-7
990.0000000000003, 3.856926939520797e-7
1000.0000000000001, 3.8048830386568083e-7
1010.0000000000001, 3.8048830386568083e-7
1020.0000000000003, 3.8048830386568083e-7
1030.0000000000005, 3.8048830386568083e-7
1040, 3.75283913779282e-7
1050, 3.75283913779282e-7
1060.0000000000005, 3.75283913779282e-7
1070.0000000000005, 3.75283913779282e-7
1080, 3.75283913779282e-7
1090, 3.75283913779282e-7
1100.0000000000005, 3.75283913779282e-7
1110.0000000000005, 3.75283913779282e-7
1120, 3.75283913779282e-7
1130, 3.75283913779282e-7
1140.0000000000005, 3.75283913779282e-7
1150.0000000000005, 3.75283913779282e-7
1160, 3.75283913779282e-7
1170, 3.735491170838157e-7
1180.0000000000005, 3.718143203883494e-7
1190.0000000000005, 3.718143203883494e-7
1200, 3.718143203883494e-7
1200, -7.400254409013975e-7
1210.0000000000005, -4.192529727442773e-7
1220.0000000000005, -4.071093958760133e-7
1230.0000000000005, -4.05374599180547e-7
1240, -4.05374599180547e-7
1250.0000000000005, -4.0363980248508095e-7
1260.0000000000005, -4.0363980248508095e-7
1270.0000000000005, -4.0017020909414817e-7
1280, -4.0017020909414817e-7
1290.0000000000005, -4.0017020909414817e-7
1300.0000000000005, -3.984354123986819e-7
1310.0000000000005, -3.949658190077493e-7
1320, -3.949658190077493e-7
1330.0000000000005, -3.9323102231228303e-7
1340.0000000000005, -3.9323102231228303e-7
1350.0000000000005, -3.9323102231228303e-7
1360, -3.9149622561681675e-7
1370.0000000000005, -3.9149622561681675e-7
1380.0000000000005, -3.897614289213507e-7
1390.0000000000005, -3.897614289213507e-7
1400, -3.897614289213507e-7
1410.0000000000005, -3.897614289213507e-7
1420.0000000000005, -3.897614289213507e-7
1430.0000000000005, -3.897614289213507e-7
1440, -3.897614289213507e-7
1450.0000000000005, -3.897614289213507e-7
1460.0000000000005, -3.880266322258842e-7
1470.0000000000005, -3.862918355304179e-7
1480, -3.845570388349516e-7
1490.0000000000005, -3.862918355304179e-7
1500.0000000000005, 7.465304066090672e-7
1500.0000000000005, 4.793717155072591e-7
1510.0000000000005, 4.23858221252338e-7
1520, 4.23858221252338e-7
1530.0000000000005, 4.1691903447047285e-7
1540, 4.0997984768860766e-7
1550, 3.9957106751580995e-7
1560, 3.943666774294111e-7
1570.0000000000005, 3.9089708403847853e-7
1580, 3.8916228734301225e-7
1590, 3.856926939520797e-7
1600, 3.856926939520797e-7
1610.0000000000005, 3.822231005611471e-7
1620, 3.8048830386568083e-7
1630, 3.8048830386568083e-7
1640, 3.8048830386568083e-7
1650.0000000000005, 3.8048830386568083e-7
1660, 3.8048830386568083e-7
1670, 3.7701871047474826e-7
1680, 3.75283913779282e-7
1690.0000000000005, 3.75283913779282e-7
1700, 3.75283913779282e-7
1710, 3.75283913779282e-7
1720, 3.75283913779282e-7
1730.0000000000005, 3.7701871047474826e-7
1740, 3.75283913779282e-7
1750, 3.75283913779282e-7
1760, 3.75283913779282e-7
1770.0000000000005, 3.75283913779282e-7
1780, 3.75283913779282e-7
1790, 3.75283913779282e-7
1800, 3.718143203883494e-7
1800, -7.400838937383091e-7
1810.0000000000005, -4.973188240402603e-7
1820, -4.1404858265787844e-7
1830, -4.1231378596241216e-7
1840, -4.105789892669461e-7
1850, -4.105789892669461e-7
1860, -4.105789892669461e-7
1870.0000000000005, -4.105789892669461e-7
1880.0000000000005, -4.105789892669461e-7
1890.0000000000005, -4.05374599180547e-7
1900, -4.05374599180547e-7
1910, -4.05374599180547e-7
1920, -4.05374599180547e-7
1930, -4.0190500578961445e-7
1940, -4.0190500578961445e-7
1950.0000000000005, -4.0017020909414817e-7
1960.0000000000005, -4.0017020909414817e-7
1970.0000000000005, -4.0017020909414817e-7
1980, -4.0017020909414817e-7
1990, -4.0017020909414817e-7
2000, -4.0017020909414817e-7
2010, -4.0017020909414817e-7
2020, -4.0017020909414817e-7
2030.0000000000005, -4.0017020909414817e-7
2040.0000000000005, -4.0017020909414817e-7
2050.0000000000005, -3.967006157032158e-7
2060, -3.9323102231228303e-7
2070, -3.949658190077493e-7
2080, -3.9323102231228303e-7
2100, 7.465304066090672e-7
2100, 5.053936659392535e-7
2110.0000000000005, 4.429409849024671e-7
2120.0000000000005, 4.342670014251357e-7
2130.0000000000005, 4.2559301794780427e-7
2140, 4.1691903447047285e-7
2150, 4.0997984768860766e-7
2160, 4.030406609067425e-7
2170, 3.9783627082034367e-7
2180, 3.961014741248774e-7
2190.0000000000005, 3.943666774294111e-7
2200.0000000000005, 3.9089708403847853e-7
2210.0000000000005, 3.9089708403847853e-7
2220, 3.8742749064754596e-7
2230, 3.856926939520797e-7
2240, 3.8742749064754596e-7
2250, 3.856926939520797e-7
2260, 3.856926939520797e-7
2270.0000000000005, 3.856926939520797e-7
2280.0000000000005, 3.856926939520797e-7
2290.0000000000005, 3.856926939520797e-7
2300, 3.822231005611471e-7
2310, 3.839578972566134e-7
2320, 3.856926939520797e-7
2330, 3.856926939520797e-7
2340, 3.822231005611471e-7
2350.0000000000005, 3.822231005611471e-7
2360.0000000000005, 3.822231005611471e-7
2370.0000000000005, 3.822231005611471e-7
2380, 3.822231005611471e-7
2390, 3.822231005611471e-7
